Class,Class Number,Class Section,Class Section-B,Class Time,Class Room,Class Instructor,Rating
HIS 3005,57208,BTRA-LEC,Regular,TuTh 09:05 - 10:20,B - Vert 3-120,John Robertson,4.5
HIS 3008,57209,FTRA-LEC,Regular,TuTh 16:10 - 17:25,B - Vert 7-155,Gerald Demaio,4.14
HIS 3012,57166,FMWA-LEC,Regular,MoWe 16:10 - 17:25,B - Vert 5-175,Nicholas Cross,No Rating
HIS 3055,57167,FTRA-LEC,Regular,TuTh 16:10 - 17:25,B - Vert 3-165,Johanna Fernandez,4.1
HIS 3086,42838,ETRA-LEC,Regular,TuTh 14:30 - 15:45,A - 17 Lex 1322,Ervand Abrahamian,4.2
HIS 3346,63662,NETA-LEC,Regular,TBA,TBA,Myung-koo Kang,4.59
HIS 3360,42880,PTRA-LEC,Regular,TuTh 17:50 - 19:05,B - Vert 10-145,Deborah Charnoff,3.5
HIS 3415,57168,CMWA-LEC,Regular,MoWe 10:45 - 12:00,B - Vert 5-263,Brian Murphy,1.33
HIS 3460,42881,DMWA-LEC,Regular,MoWe 12:50 - 14:05,B - Vert 13-150,Thomas Heinrich,4.0
HIS 3853,57169,BWFA-LEC,Regular,WeFr 09:05 - 10:20,B - Vert 9-140,Joshua Schlachet,No Rating
HIS 3860,42886,CMWA-LEC,Regular,MoWe 10:45 - 12:00,B - Vert 13-150,Irene Soto Marin,No Rating
HIS 3860,62435,LMSA-LEC,Regular,Sa 09:05 - 12:00,B - Vert 4-180,Regina Bernard,4.5
HIS 3860,57170,PMWA-LEC,Regular,MoWe 17:50 - 19:05,B - Vert 5-175,Mark Rice,4.2
HIS 4900,42888,CTRA-LEC,Regular,TuTh 10:45 - 12:00,B - Vert 3-190,Andrew Sloin,4.4
HIS 4900,42889,ETRA-LEC,Regular,TuTh 14:30 - 15:45,B - Vert 6-210,David Parsons,No Rating
HIS 4900,42887,MFA-LEC,Regular,Fr 11:10 - 14:05,B - Vert 4-214,Elizabeth Heath,4.1
HIS 5000,79559,FERN-LEC,Regular,TBA,TBA,Johanna Fernandez,4.1
HIS 5100,57241,HTBA-LEC,Regular,TBA,TBA,Charlotte Brooks,4.5
HIS 6002H,78717,HEIN-LEC,Regular,TBA,TBA,Thomas Heinrich,4.0
IBS 4200,43079,FTR-LEC,Regular,TuTh 16:10 - 17:25,B - Vert 10-126,BiJuan Zhong,3.0
IBS 5750,43080,ETR-LEC,Regular,TuTh 14:30 - 15:45,B - Vert 10-126,Rajeev Sawant,4.1
IBS 6002H,78487,GARE-LEC,Regular,TBA,TBA,Elisabeth Gareis,4.37
IBS 9600,56586,1PTR-LEC,Seven Wk 1,TuTh 17:50 - 19:11,B - Vert 3-125,BiJuan Zhong,3.0
IBS 9600,56585,2CTR-LEC,Seven Wk 2,TuTh 10:45 - 12:00,B - Vert 12-150,BiJuan Zhong,3.0
IBS 9600,56587,2PTR-LEC,Seven Wk 2,TuTh 17:50 - 19:05,B - Vert 3-125,Maithily Erande,1.75
IBS 9600,76408,XM34-LEC,Regular,TBA,TBA,Lilac Nachum,3.6
IBS 9761,43081,NS-LEC,Regular,Sa 14:30 - 17:25,B - Vert 12-170,Lilac Nachum,3.6
IBS 9767,43082,PMW-LEC,Regular,MoWe 17:50 - 19:05,A - 17 Lex 1311,Edward Goldberg,3.8
IDC 1002H,64838,CMWH-LEC,Regular,MoWe 10:45 - 12:00,B - Vert 10-140,Hedwig Feit, ,3.5
IDC 3001H,43747,MFH-LEC,Regular,Fr 11:10 - 14:05,B - Vert 4-212,Nancy Aries,4.14
IDC 4001H,43762,ETRH-LEC,Regular,TuTh 14:30 - 15:45,B - Vert 9-165,Kenneth Guest,4.4
IDC 4050H,58953,FMWH-LEC,Regular,MoWe 16:10 - 17:25,B - Vert 5-263,Elizabeth Heath, ,4.1
IDC 4050H,58954,PTRH-LEC,Regular,TuTh 17:50 - 19:05,B - Vert 8-190,Eugene Marlow,3.8
INS 3200,43958,PTR-LEC,Regular,TuTh 17:50 - 19:05,B - Vert 11-135,Jeffrey Baskin,3.1
ITL 1001,42692,BMWA-LEC,Regular,MoWe 09:05 - 10:20,B - Vert 6-180,Antonietta Damelio,4.8
ITL 1001,42693,CMWA-LEC,Regular,MoWe 10:45 - 12:00,B - Vert 4-218,Antonietta Damelio,4.8
ITL 1001,78985,FMWA-LEC,Regular,MoWe 16:10 - 17:25,B - Vert 13-135,Daniela Antonucci,No Rating
ITL 1001,42694,FTRA-LEC,Regular,TuTh 16:10 - 17:25,B - Vert 11-165,Daniela Antonucci,No Rating
ITL 1001,42695,MSA-LEC,Regular,Sa 11:10 - 14:05,B - Vert 6-180,Joseph Ulitto,4.92
ITL 1001,42696,QMWA-LEC,Regular,MoWe 19:30 - 20:45,B - Vert 11-145,Joseph Ulitto,4.92
ITL 1001,42697,QTRA-LEC,Regular,TuTh 19:30 - 20:45,A - 17 Lex 1224,Joseph Ulitto,4.92
ITL 1002,57261,DMWA-LEC,Regular,MoWe 12:50 - 14:05,B - Vert 11-140,Antonietta Damelio,4.8
ITL 1002,42698,EMWA-LEC,Regular,MoWe 14:30 - 15:45,B - Vert 3-195,Maria Giuffre,No Rating
ITL 1002,57262,FTRA-LEC,Regular,TuTh 16:10 - 17:25,B - Vert 3-190,Angelo Dicuonzo,5.0
ITL 1002,42700,PMWA-LEC,Regular,MoWe 17:50 - 19:05,B - Vert 6-210,Maria Giuffre,No Rating
ITL 1002,42701,QTRA-LEC,Regular,TuTh 19:30 - 20:45,A - 17 Lex 713,Angelo Dicuonzo,5.0
ITL 5000,80246,DAM1-LEC,Regular,TBA,TBA,Antonietta Damelio,4.8
ITL 5000,80584,DAM2-LEC,Regular,TBA,TBA,Antonietta Damelio,4.8
ITL 5000,80247,DAM3-LEC,Regular,TBA,TBA,Antonietta Damelio,4.8
JPN 1001,42703,BMWA-LEC,Regular,MoWe 09:05 - 10:20,B - Vert 9-125,Naoko Sourial,4.3
JPN 1001,42704,BTRA-LEC,Regular,TuTh 09:05 - 10:20,B - Vert 10-160,Atsushi Tomita,4.8
JPN 1001,42705,CMWA-LEC,Regular,MoWe 10:45 - 12:00,A - 17 Lex 1420,Naoko Sourial,4.3
JPN 1001,77067,ETRA-LEC,Regular,TuTh 14:30 - 15:45,A - 17 Lex 303,Keiko Miyajima,4.4
JPN 1001,42706,QTRA-LEC,Regular,TuTh 19:30 - 20:45,A - 17 Lex 714,Miho Fujimori,5.0
JPN 1002,42707,CTRA-LEC,Regular,TuTh 10:45 - 12:00,A - 17 Lex 611,Atsushi Tomita,4.8
JPN 1002,42708,FMWA-LEC,Regular,MoWe 16:10 - 17:25,B - Vert 12-116,Atsushi Tomita,4.8
JPN 1002,74435,QMWA-LEC,Regular,MoWe 19:30 - 20:45,B - Vert 12-145,Miho Fujimori,5.0
JPN 3001,42709,KMWA-LEC,Regular,MoWe 14:55 - 16:35,B - Vert 12-140,Mari Nakamura,5.0
JPN 3002,42710,SMWA-LEC,Regular,MoWe 17:40 - 19:20,B - Vert 3-145,Shigeru Suzuki,3.19
JRN 2500,42840,ETRA-LEC,Regular,TuTh 14:30 - 15:45,B - Vert 7-165,Andrea Gabor,3.0
JRN 2500,44419,EWA-LEC,Regular,We 14:30 - 15:45,B - Vert 7-160,Geanne Belton,4.0
JRN 3050,74426,CNOW-LEC,Regular,MoWe 16:10 - 17:50,A - 17 Lex 1104,Gail Robinson,No Rating
JRN 3050,74439,HMWA-LEC,Regular,MoWe 09:55 - 11:35,B - Vert 7-165,Maria Alvarez,No Rating
JRN 3050,82359,MILL-LEC,Regular,TBA,TBA,Joshua Mills,3.38
JRN 3050,42842,OFA-LEC,Regular,Fr 09:05 - 11:05,B - Vert 7-160,Gisele Regatao,No Rating
JRN 3064,44418,JMWA-LEC,Regular,MoWe 12:25 - 14:05,B - Vert 7-160,Frances Antmann,No Rating
JRN 3150,42844,FMWA-LEC,Regular,MoWe 16:10 - 17:25,B - Vert 7-160,Robert Hudson,No Rating
JRN 3200,42845,STA-LEC,Regular,Tu 17:40 - 19:20,B - Vert 7-165,Andrea Gabor,3.0
JRN 3220,42846,CWA-LEC,Regular,We 10:45 - 12:00,B - Vert 7-160,Eileen Connelly,5.0
JRN 3280,42847,CFA-LEC,Regular,Fr 10:45 - 12:00,B - Vert 13-135,Carl Rollyson,3.4
JRN 3450,57177,FTRA-LEC,Regular,TuTh 16:10 - 17:25,B - Vert 7-165,Vera Haller,4.4
JRN 3510,42848,KTRA-LEC,Regular,TuTh 14:55 - 16:35,B - Vert 7-160,Lindsay Armstrong,5.0
JRN 3510,42849,STRA-LEC,Regular,Tu 17:40 - 19:20,B - Vert 7-160,Lindsay Armstrong,5.0
JRN 3520,42850,MTA-LEC,Regular,Tu 11:10 - 14:05,B - Vert 7-165,Kayle Schnell,No Rating
JRN 3610,62143,NWA-LEC,Regular,We 14:30 - 17:25,B - Vert 8-190,Amitav Ghosh,No Rating
JRN 3610H,63067,NWH-LEC,Regular,We 14:30 - 17:25,B - Vert 8-190,Amitav Ghosh,No Rating
JRN 3900,54489,JNVH-LEC,Winter,MoTuWeThFr 14:00 - 17:00,B - Vert 4-212,Vera Haller,4.4
JRN 3900,42855,MTA-LEC,Regular,Tu 11:10 - 14:05,B - Vert 7-160,Bridgett Davis,3.26
JRN 3900,57180,PMA-LEC,Regular,Mo 18:05 - 19:20,B - Vert 7-160,Nicholas Martinez,4.3
JRN 4001,42856,PMWA-LEC,Regular,Mo 17:50 - 19:05,B - Vert 7-180,Eileen Connelly,5.0
JRN 4730,57181,DFA-LEC,Regular,Fr 12:50 - 14:05,B - Vert 7-160,Carl Rollyson,3.4
JRN 5000,80248,DAV3-LEC,Regular,TBA,TBA,Bridgett Davis,3.26
JRN 5051,42859,NET-LEC,Regular,TBA,TBA,Eugene Marlow,3.8
JRN 6002H,78484,DAVI-LEC,Regular,TBA,TBA,Bridgett Davis,3.26
JWS 3950,58128,JAN1-LEC,Winter,MoTuWeThFr 09:30 - 12:00,B - Vert 10-130,Jessica Lang,4.3
JWS 4900,57176,CTRA-LEC,Regular,TuTh 10:45 - 12:00,B - Vert 3-190,Andrew Sloin,4.4
JWS 6002H,78485,CAPL-LEC,Regular,TBA,TBA,Debra Caplan,4.8
LACS 4100,57298,DMWA-LEC,Regular,MoWe 12:50 - 14:05,B - Vert 4-213,Isolina Ballesteros,4.0
LACS 4901,42543,FTRA-LEC,Regular,TuTh 16:10 - 17:25,B - Vert 13-135,Lourdes Gil,3.99
LAW 1101,44613,AMWA-LEC,Regular,MoWe 07:25 - 08:40,B - Vert 9-120,Matthew Waller,3.73
LAW 1101,43052,ATRA-LEC,Regular,TuTh 07:25 - 08:40,B - Vert 9-130,Julia Vassalotti,4.7
LAW 1101,74427,BMWA-LEC,Regular,MoWe 09:05 - 10:20,B - Vert 13-150,Judith Albert,4.0
LAW 1101,43055,BTRA-LEC,Regular,TuTh 09:05 - 10:20,B - Vert 10-180,David Saxe,3.8
LAW 1101,77511,BTRB-LEC,Regular,TuTh 09:05 - 10:20,B - Vert 10-145,Patrick Reed,4.33
LAW 1101,43060,CMWA-LEC,Regular,MoWe 10:45 - 12:00,B - Vert 8-155,Sandra Mullings,4.3
LAW 1101,43129,CTRA-LEC,Regular,TuTh 10:45 - 12:00,B - Vert 9-135,Patrick Reed,4.33
LAW 1101,43150,CTRB-LEC,Regular,TuTh 10:45 - 12:00,B - Vert 3-130,Alan Rosenbloom,4.7
LAW 1101,43169,DMWA-LEC,Regular,MoWe 12:50 - 14:05,B - Vert 10-170,Carl Aylman,4.9
LAW 1101,43179,DMWB-LEC,Regular,MoWe 12:50 - 14:05,B - Vert 10-175,Shawn Grant,5.0
LAW 1101,43247,EMWA-LEC,Regular,MoWe 14:30 - 15:45,A - 17 Lex 1014,Shawn Grant,5.0
LAW 1101,43249,EMWB-LEC,Regular,MoWe 14:30 - 15:45,B - Vert 9-145,Ina Kupferberg,4.8
LAW 1101,73641,EMWC-LEC,Regular,MoWe 14:30 - 15:45,B - Vert 10-145,David Rosenberg,4.45
LAW 1101,79651,EMWD-LEC,Regular,MoWe 14:30 - 15:45,B - Vert 12-145,Christine Markussen,0.0
LAW 1101,43251,ETRA-LEC,Regular,TuTh 14:30 - 15:45,B - Vert 12-116,Debbie Kaminer,4.4
LAW 1101,43054,ETRB-LEC,Regular,TuTh 14:30 - 15:45,B - Vert 11-145,Patrick Reed,4.33
LAW 1101,43253,FMWA-LEC,Regular,MoWe 16:10 - 17:25,B - Vert 8-135,Ina Kupferberg,4.8
LAW 1101,43259,FTRA-LEC,Regular,TuTh 16:10 - 17:25,B - Vert 9-150,Stanley Sanders,3.9
LAW 1101,43154,FTRB-LEC,Regular,TuTh 16:10 - 17:25,B - Vert 12-145,Christine Markussen,0.0
LAW 1101,44524,HMWS-LEC,Regular,MoWe 09:55 - 11:35,B - Vert 4-225,Carl Aylman,4.9
LAW 1101,43061,HTRS-LEC,Regular,TuTh 09:55 - 11:35,B - Vert 12-140,Juliet Folks,4.6
LAW 1101,44525,KTRS-LEC,Regular,TuTh 14:55 - 16:35,B - Vert 9-135,Alan Rosenbloom,4.7
LAW 1101,43278,LMFA-LEC,Regular,Fr 09:30 - 12:25,B - Vert 10-180,Juliet Folks,4.6
LAW 1101,43281,LSA-LEC,Regular,Sa 07:50 - 10:45,B - Vert 9-125,Gabriel Garnica,4.4
LAW 1101,43282,MNFA-LEC,Regular,Fr 12:25 - 15:20,B - Vert 9-140,Ina Kupferberg, ,4.8
LAW 1101,79436,MNUA-LEC,Regular,Su 12:25 - 15:20,B - Vert 6-170,William Daks,No Rating
LAW 1101,43283,MSA-LEC,Regular,Sa 11:10 - 14:05,B - Vert 9-125,Gabriel Garnica,4.4
LAW 1101,43285,NSA-LEC,Regular,Sa 14:30 - 17:25,B - Vert 9-125,Gabriel Garnica,4.4
LAW 1101,43287,PMWA-LEC,Regular,MoWe 17:50 - 19:05,B - Vert 9-135,George Ding,No Rating
LAW 1101,78658,PMWB-LEC,Regular,MoWe 17:50 - 19:05,A - 17 Lex 1420,Yoel Goldfeder,4.0
LAW 1101,43983,PTRA-LEC,Regular,TuTh 17:50 - 19:05,B - Vert 12-116,Ernesto Luzzatto,4.1
LAW 1101,43364,PTRB-LEC,Regular,TuTh 17:50 - 19:05,B - Vert 12-135,Matthew Waller,3.73
LAW 1101,43372,QMWA-LEC,Regular,MoWe 19:30 - 20:45,A - 17 Lex 1420,Yoel Goldfeder,4.0
LAW 1101,78507,QMWB-LEC,Regular,MoWe 19:30 - 20:45,B - Vert 13-155,Richard Wald,4.0
LAW 1101H,43376,ETRH-LEC,Regular,TuTh 14:30 - 15:45,B - Vert 9-180,Elliot Axelrod,4.3
LAW 3102,43467,CTRA-LEC,Regular,TuTh 10:45 - 12:00,B - Vert 10-150,Elliot Axelrod,4.3
LAW 3102,43469,PMWA-LEC,Regular,MoWe 17:50 - 19:05,B - Vert 10-150,Jennifer Pacella,5.0
LAW 3108,78152,PTRA-LEC,Regular,TuTh 17:50 - 19:05,B - Vert 9-215,Seth Lipner,4.3
LAW 3111H,43470,ETRH-LEC,Regular,TuTh 14:30 - 15:45,B - Vert 9-120,Seth Lipner,4.3
LAW 3113,43472,FTRA-LEC,Regular,TuTh 16:10 - 17:25,B - Vert 13-150,Seth Lipner,4.3
LAW 3115,43473,FMWA-LEC,Regular,MoWe 16:10 - 17:25,B - Vert 9-125,Robert Wagner,4.6
LAW 3123,43494,CTRA-LEC,Regular,TuTh 10:45 - 12:00,B - Vert 5-175,Debbie Kaminer,4.4
LAW 3220,43511,PTRA-LEC,Regular,TuTh 17:50 - 19:05,B - Vert 5-175,Adam Grundfast,No Rating
LAW 3301,43515,DMWA-LEC,Regular,MoWe 12:50 - 14:05,B - Vert 8-135,Jay Weiser,3.08
LAW 3301,43517,PTRA-LEC,Regular,TuTh 17:50 - 19:05,A - 17 Lex 1421,Wendy Berger,No Rating
LAW 3400,74428,ETRA-LEC,Regular,TuTh 14:30 - 15:45,B - Vert 5-175,Christine Markussen,0.0
LAW 3411,43524,BMWA-LEC,Regular,MoWe 09:05 - 10:20,B - Vert 13-155,Marc Edelman,5.0
LAW 4093,56463,DMWA-LEC,Regular,MoWe 12:50 - 14:05,B - Vert 4-120,Nizan Packin,4.8
LAW 4900,44662,ETRA-LEC,Regular,TuTh 14:30 - 15:45,B - Vert 12-135,Matthew Edwards,4.5
LAW 4905,43529,PTRA-LEC,Regular,TuTh 17:50 - 19:05,A - 17 Lex 1312,Matilde Roman,2.1
LAW 4906,44624,CMWA-LEC,Regular,MoWe 10:45 - 12:00,A - 17 Lex 709,Shawn Grant,5.0
LAW 6001H,79496,ROSE-LEC,Regular,TBA,TBA,David Rosenberg,4.45
LAW 9000,43540,PTRA-LEC,Regular,TuTh 17:50 - 19:05,B - Vert 10-135,Matthew Edwards,4.5
LAW 9000,74029,XM34-LEC,Regular,TBA,TBA,Debbie Kaminer,4.4
LAW 9104,56468,PMWA-LEC,Regular,MoWe 17:50 - 19:05,B - Vert 9-210,Robert Wagner,4.6
LAW 9770,43545,UWMS-LEC,Regular,We 18:05 - 21:00,B - Vert 14-235,Eric Marshall,No Rating
LAW 9790,43552,QTRA-LEC,Regular,TuTh 19:30 - 20:45,C - Newman 203,Benjamin Suckewer,No Rating
LAW 9800,44559,KTRA-LEC,Regular,TuTh 14:55 - 16:35,B - Vert 9-145,Mark Levine,1.0
LAW 9800,43556,TMWA-LEC,Regular,MoWe 19:45 - 21:25,B - Vert 10-145,Robert Wagner,4.6
LIB 1015,59080,CMWA-LEC,Regular,MoWe 10:45 - 12:00,H - Tech 130,Bobbie Pollard,2.8
LIB 3020,59081,CMWA-LEC,Regular,MoWe 10:45 - 12:00,H - Tech 320,Louise Klusek,3.0
LIB 3030,59083,CTRA-LEC,Regular,TuTh 10:45 - 12:00,H - Tech 130,Sandra Roff,4.81
LIB 3040,43539,DMWA-LEC,Regular,MoWe 12:50 - 14:05,H - Tech 135,Lisa A Ellis,No Rating
LIB 3040,43543,ETRA-LEC,Regular,TuTh 14:30 - 15:45,H - Tech 130,Bobbie Pollard,2.8
LIB 3040,43541,FTRA-LEC,Regular,TuTh 16:10 - 17:25,H - Tech 135,Aisha Pena,No Rating
LIB 3040,43544,UTA-LEC,Regular,Tu 18:05 - 21:05,H - Tech 320,Kimmy Szeto,0.0
LIB 3065,59088,NET-LEC,Regular,TBA,TBA,Christopher Tuthill,4.1
LIB 4900,43066,FMWA-LEC,Regular,MoWe 16:10 - 17:25,H - Tech 135,Amanda Timolat,No Rating
LTS 1003,78409,BTRA-LEC,Regular,TuTh 09:05 - 10:20,B - Vert 10-165,Miguel Trelles,3.3
LTS 1003,42539,CTRA-LEC,Regular,TuTh 10:45 - 12:00,B - Vert 4-213,Ana Ramos-Zayas,3.06
LTS 1003,77910,ETRA-LEC,Regular,TuTh 14:30 - 15:45,A - 17 Lex 1303,Ana Ramos-Zayas,3.06
LTS 1003,54473,JAN4-LEC,Winter,MoTuWeThFr 14:30 - 17:00,B - Vert 9-160,Tonia Leon,4.0
LTS 1003,42540,MFA-LEC,Regular,Fr 11:10 - 14:05,B - Vert 12-130,Tonia Leon,4.0
LTS 1003H,64733,CMWH-LEC,Regular,MoWe 10:45 - 12:00,B - Vert 10-140,Hedwig Feit, ,3.5
LTS 3009,57156,ETRA-LEC,Regular,TuTh 14:30 - 15:45,B - Vert 4-211,Lourdes Gil,3.99
LTS 3012,57158,EMWA-LEC,Regular,MoWe 14:30 - 15:45,B - Vert 10-170,Lourdes Gil,3.99
LTS 3015,57433,DMWA-LEC,Regular,MoWe 12:50 - 14:05,B - Vert 4-170,Katrin Hansing,2.92
LTS 3015,57159,PTRA-LEC,Regular,TuTh 17:50 - 19:05,B - Vert 9-175,Theodore Henken,No Rating
LTS 3044,57160,BTRA-LEC,Regular,TuTh 09:05 - 10:20,B - Vert 4-218,Tshombe Miles,No Rating
LTS 3055,57174,FTRA-LEC,Regular,TuTh 16:10 - 17:25,B - Vert 3-165,Johanna Fernandez,4.1
LTS 3085,42896,DMWA-LEC,Regular,MoWe 12:50 - 14:05,B - Vert 12-150,Tshombe Miles,No Rating
LTS 3085,57171,PMWA-LEC,Regular,MoWe 17:50 - 19:05,B - Vert 5-175,Mark Rice,4.2
LTS 3125,57430,CMWA-LEC,Regular,MoWe 10:45 - 12:00,B - Vert 12-135,Angie Beeman,4.8
LTS 3125,57431,EMWA-LEC,Regular,MoWe 14:30 - 15:45,B - Vert 5-165,Angie Beeman,4.8
LTS 4900,42542,MFA-LEC,Regular,Fr 11:10 - 14:05,B - Vert 3-145,Arthur Lewin,4.3
LTS 4901,57161,FTRA-LEC,Regular,TuTh 16:10 - 17:25,B - Vert 13-135,Lourdes Gil,3.99
LTS 5000,80542,BER3-LEC,Regular,TBA,TBA,Regina Bernard,4.5
LTS 5000,78339,BERN-LEC,Regular,TBA,TBA,Regina Bernard,4.5
LTS 5000,80211,GIL2-LEC,Regular,TBA,TBA,Lourdes Gil,3.99
MGT 3120,44065,BMWA-LEC,Regular,MoWe 09:05 - 10:20,B - Vert 8-155,Joyce Timberlake,2.3
MGT 3120,44066,BTRA-LEC,Regular,TuTh 09:05 - 10:20,B - Vert 8-150,Louis Myers,3.5
MGT 3120,44068,CMWA-LEC,Regular,MoWe 10:45 - 12:00,B - Vert 10-175,James Walsh,3.4
MGT 3120,63576,CMWB-LEC,Regular,MoWe 10:45 - 12:00,B - Vert 11-135,Judith Riggs,No Rating
MGT 3120,44069,CTRA-LEC,Regular,TuTh 10:45 - 12:00,B - Vert 9-130,Louis Myers,3.5
MGT 3120,44070,DWA-LEC,Regular,We 12:50 - 14:05,B - Vert 3-150,Charles Tillman,No Rating
MGT 3120,44076,EMWA-LEC,Regular,MoWe 14:30 - 15:45,B - Vert 4-120,Staff,No Rating
MGT 3120,44082,FMWA-LEC,Regular,MoWe 16:10 - 17:25,B - Vert 4-120,Swazette Whitten,0.0
MGT 3120,44083,FTRA-LEC,Regular,TuTh 16:10 - 17:25,B - Vert 8-155,James Grayshaw,4.3
MGT 3120,74430,LMFA-LEC,Regular,Fr 09:05 - 12:00,B - Vert 9-155,Thomas Bock,4.5
MGT 3120,74759,MNFA-LEC,Regular,Fr 13:15 - 16:10,B - Vert 9-170,Guangbo Ge,4.0
MGT 3120,44084,MNSA-LEC,Regular,Sa 13:15 - 16:10,B - Vert 4-211,Shu Yang,4.17
MGT 3120,44086,MNUA-LEC,Regular,Su 13:15 - 16:10,B - Vert 3-125,Bin Ma,4.3
MGT 3120,44087,NETA-LEC,Regular,TBA,TBA,Matthew Deluca,3.0
MGT 3120,44064,NETB-LEC,Regular,TBA,TBA,Thomas Bock,4.5
MGT 3120,44090,PTRA-LEC,Regular,TuTh 17:50 - 19:05,B - Vert 8-155,Robert Trinkaus,3.9
MGT 3120,44092,QMWA-LEC,Regular,MoWe 19:30 - 20:45,B - Vert 9-130,Roger Mckechnie,3.26
MGT 3120,44093,QMWB-LEC,Regular,MoWe 19:30 - 20:45,B - Vert 9-180,Rawle Hamilton,4.4
MGT 3120,44094,QTRA-LEC,Regular,TuTh 19:30 - 20:45,B - Vert 4-170,Sara Grant,No Rating
MGT 3120,44095,RMWA-LEC,Regular,MoWe 21:10 - 22:25,B - Vert 10-180,Roger Mckechnie,3.26
MGT 3120H,63538,DMWA-LEC,Regular,MoWe 12:50 - 14:05,B - Vert 11-165,James Walsh,3.4
MGT 3121,44099,BTRA-LEC,Regular,TuTh 09:05 - 10:20,B - Vert 3-125,Narendra Loomba,2.7
MGT 3121,44100,CMWA-LEC,Regular,MoWe 10:45 - 12:00,B - Vert 3-125,Staff,No Rating
MGT 3121,44101,CTRA-LEC,Regular,TuTh 10:45 - 12:00,B - Vert 3-125,Narendra Loomba,2.7
MGT 3121,44102,DMWA-LEC,Regular,MoWe 12:50 - 14:05,B - Vert 8-155,Young Son,2.82
MGT 3121,44103,EMWA-LEC,Regular,MoWe 14:30 - 15:45,B - Vert 8-150,Leslie Bobb,3.42
MGT 3121,44104,ETRA-LEC,Regular,TuTh 14:30 - 15:45,B - Vert 3-125,Shan Li,4.2
MGT 3121,44105,FMWA-LEC,Regular,MoWe 16:10 - 17:25,B - Vert 3-125,Young Son,2.82
MGT 3121,74429,FMWB-LEC,Regular,MoWe 16:10 - 17:25,A - 17 Lex 5SO,Leslie Bobb,3.42
MGT 3121,44106,FTRA-LEC,Regular,TuTh 16:10 - 17:25,B - Vert 12-155,Igor Medvedovsky,2.5
MGT 3121,56643,JAND-LEC,Winter,MoTuWeTh 13:00 - 16:50,B - Vert 9-135,Emre Veral,2.5
MGT 3121,56644,JANE-LEC,Winter,MoTuWeTh 17:50 - 21:20,B - Vert 10-150,Ajay Das,3.4
MGT 3121,44107,LMFA-LEC,Regular,Fr 09:05 - 12:00,B - Vert 3-125,Staff,No Rating
MGT 3121,44108,LMSA-LEC,Regular,Sa 09:05 - 12:00,B - Vert 8-155,Luo-Jen Chiang,2.0
MGT 3121,74908,LMUA-LEC,Regular,Su 09:15 - 12:00,B - Vert 4-225,Alex Gorod,3.2
MGT 3121,63583,MNFA-LEC,Regular,Fr 13:15 - 16:10,B - Vert 9-160,Diana Merenda,3.5
MGT 3121,44506,MNSA-LEC,Regular,Sa 13:15 - 16:10,B - Vert 9-150,Jose Santiago III,No Rating
MGT 3121,74909,MNUA-LEC,Regular,Su 13:15 - 16:10,B - Vert 4-125,Alex Gorod,3.2
MGT 3121,44111,PMWA-LEC,Regular,MoWe 17:50 - 19:05,A - 17 Lex 1202,Oscar Bonilla Pinzon,No Rating
MGT 3121,44112,PTRA-LEC,Regular,TuTh 17:50 - 19:05,A - 17 Lex 5SO,Donald Groh,4.0
MGT 3121,44113,PTRB-LEC,Regular,TuTh 17:50 - 19:05,B - Vert 8-135,Vincent Miller,1.8
MGT 3121,44114,QMWA-LEC,Regular,MoWe 19:30 - 20:45,B - Vert 3-125,Ta-lung William Chien,No Rating
MGT 3121,44115,QMWB-LEC,Regular,MoWe 19:30 - 20:45,B - Vert 8-155,Oscar Bonilla Pinzon,No Rating
MGT 3121,44116,QTRA-LEC,Regular,TuTh 19:30 - 20:45,B - Vert 4-180,Vincent Miller,1.8
MGT 3121,44117,QTRB-LEC,Regular,TuTh 19:30 - 20:45,B - Vert 3-120,Donald Groh,4.0
MGT 3121,63582,QTRC-LEC,Regular,TuTh 19:30 - 20:45,B - Vert 8-155,Cory Labanow,No Rating
MGT 3121,44118,UFA-LEC,Regular,Fr 18:05 - 20:50,B - Vert 9-150,Jose Santiago III,No Rating
MGT 3121,44119,UFB-LEC,Regular,Fr 18:05 - 20:50,B - Vert 9-155,Diana Merenda,3.5
MGT 3121H,44121,EMWH-LEC,Regular,MoWe 14:30 - 15:45,A - 17 Lex 709,Ta-lung William Chien,No Rating
MGT 3300,44122,BMWA-LEC,Regular,MoWe 09:05 - 10:20,B - Vert 4-185,Johanna Seppalainen,4.8
MGT 3300,44123,CMWA-LEC,Regular,MoWe 10:45 - 12:00,B - Vert 8-135,Johanna Seppalainen,4.8
MGT 3300,44124,CTRA-LEC,Regular,TuTh 10:45 - 12:00,B - Vert 10-160,Maria Halbinger,5.0
MGT 3300,63574,DMWA-LEC,Regular,MoWe 12:50 - 14:05,B - Vert 11-155,Judith Riggs,No Rating
MGT 3300,63573,EMWB-LEC,Regular,MoWe 14:30 - 15:45,B - Vert 8-155,James Walsh,3.4
MGT 3300,44128,NET1-LEC,Regular,TBA,TBA,Hannah Rothstein,No Rating
MGT 3300,44129,NET2-LEC,Regular,TBA,TBA,Hannah Rothstein,No Rating
MGT 3300,44637,PTRA-LEC,Regular,TuTh 17:50 - 19:05,B - Vert 10-210,Suman Sabastin,No Rating
